source_citation,source_group,title_or_description_from_source,year,month,day,congress,congressional_session,joint_resolution_chamber,joint_resolution_number,sponsor_name,sponsor_state_or_territory,committee_of_referral,text_of_amendment,text_source_citation,ratified_yn,ratified_amendment,notes
,State Ratifying Conventions,Separation of Powers,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,"That the legislative, executive, and judiciary powers of government should be separate and distinct; and, that the members of the two first may be restrained from oppression, by feeling and participating the public burdens, they should, at fixed periods, be reduced to a private station, returned into the mass of the people, and the vacancies be supplied by certain and regular elections, in which all or any part of the former members to be eligible or ineligible, as the rules of the constitution of government and the laws shall direct. ","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 334. ",no,,Proposed Bill of Rights
,State Ratifying Conventions,Free Elections,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,"That elections of representatives in legislature ought to be free and frequent, and all men having sufficient evidence of permanent common interest with, and attachment to, the community, ought to have the right of suffrage; and to aid, charge, tax, or fee, can be set, rated, or levied, upon the people without their own consent, or that of their representatives so elected, nor can they be bound by any law to which they have not in like manner consented for the public good.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 334. ",no,,Proposed Bill of Rights
,State Ratifying Conventions,Suspending Laws,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,"That all power of suspending laws, or the execution of laws, by any authority, without the consent of the representatives of the people in the legislature, is injurious to their rights, and ought not to be exercised.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 334. ",no,,Proposed Bill of Rights
,State Ratifying Conventions,Witness and Self Incrimination,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,"That, in all capital and criminal prosecutions, a man hath the right to demand the cause and nature of his accusation, to be confronted with the accusers and witnesses, to call for evidence, and be allowed counsel in his favor, and to a fair and speedy trial by an impartial jury in his vicinage, without whose unanimous consent lie cannot be found guilty, (except in the government of the land and naval forces,) nor can he be compelled to give evidence against himself.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 334. ",yes,"5, 6",Proposed Bill of Rights
,State Ratifying Conventions,Due Process,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,"That no freeman ought to be taken, imprisoned, or disseized of his freehold, liberties, privileges, or franchises, or outlawed, or exiled, or in any manner demtroyed or deprived of his life, liberty, or property, but by the trial by jury, or by the law of the land.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 334. ",yes,5,Proposed Bill of Rights
,State Ratifying Conventions,Remedy for Wrong,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,"That every freeman restrained of his liberty is entitled to a remedy, to inquire into the lawfulness thereof, and to remove the same if unlawful, and that such remedy ought not to be denied or delayed.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 334. ",,,Proposed Bill of Rights
,State Ratifying Conventions,Trial by Jury in Civil Cases,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,"That in controversies respecting property, and in suits between man and man, the ancient trial by jury, as hath been exercised by us and our ancestors, from the time whereof the memory ofman is not to the contrary is one of the greatest securities to the rights of the people, and ought to remain sacred and inviolable
","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 334-35. ",yes,7,Proposed Bill of Rights
,State Ratifying Conventions,Remedy for Wrong,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,"That every freeman ought to obtain right and justice, freely and without sale, completely and without denial, promptly and without delay; and that all establishments or regulations contravening these rights are oppressive and unjust.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 335. ",no,,Proposed Bill of Rights
,State Ratifying Conventions,Excessive Bail and Punishments,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,"That excessive bail ought not to be required, nor excessive fines imposed, nor cruel or unusual punishments inflicted.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 335. ",yes,8,Proposed Bill of Rights
,State Ratifying Conventions,Searches and Seizures,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,"That every person has a right to be secure from all unreasonable searches and seizures of his person, his papers, or his property ; and therefore, that all warrants to search suspected places, to seize any person, his papers, or his property, without information upon oath or affirmation of sufficient cause, are grievous and oppressive ; and that all general warrants (or such in which the place or person suspected are not particularly designated) are dangerous, and ought not to be granted.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 335. ",yes,4,Proposed Bill of Rights
,State Ratifying Conventions,Assembly and Petition,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,"That the people have a right peaceably to assemble together to consult for their common good, or to instruct their representatives ; and that every person has a right to petition or apply to the legislature for redress of grievances.
","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 335. ",yes,1,Proposed Bill of Rights
,State Ratifying Conventions,Freedom of Speech and Press,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,"That the people have a right to freedom of speech, and of writing and publishing their sentiments. That freedom of the press is one of the greatest bulwarks of liberty, and ought not to be violated.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 335. ",yes,1,Proposed Bill of Rights
,State Ratifying Conventions,Right to bear Arms,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,"That the people have a right to keep and bear arms; that a well-regulated militia, including the body of the people capable of bearing arms, is the proper, natural, and safe defence of a free state; that the militia shall not be subject to martial law, except in time of war, rebellion, or insurrection ; that standing armies, in time of peace, are dangerous to liberty, and ought not to be kept up, except in cases of necessity ; and that, at all times, the military should be under strict subordination to the civil power; that, in time of peace, no soldier ought to be quartered in any house without the consent of the owner, and in time of war only by the civil magistrates, in such manner as the law directs.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 335. ",yes,2,Proposed Bill of Rights
,State Ratifying Conventions,Pacifist Exception,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,That any person religiously scrupulous of bearing arms ought to be exempted upon payment of an equivalent to employ another to bear arms in his stead.,"Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 335. ",no,,Proposed Bill of Rights
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Reservation of nondelegated powers,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,"The United States shall guaranty to each state its sovereignty, freedom, and independence, and every power, jurisdiction, and right, which is not by this Constitution expressly delegated to the United States.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 336. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Restriction on Federal control of election of Senators and Representatives,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,"That Congress shall not alter, modify, or interfere in, the times, places, or manner, of holding eections for senators and representatives, or either of them, except when the legislature of any state shall neglect, refuse, or be disabled, by invasion or rebellion, to prescribe the same, or in case when the provision made by the state is so imperfect as that no consequent election is had, and then only until the legislature of such state shall make provision in the premises.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 336. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Jurisdiction of Federal Courts,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,"It is declared by the Convention, that the judicial power of the United States, in cases in which a state may be a party, does not extend to criminal prosecutions, or to authorize any suit by any person against a state; but, to remove all doubts or controversies respecting the same, that it be especially expressed, as a part of the Constitution of the United States, that Congress shall not, directly or indirectly, either by themselves or through the judiciary, interfere with any one of the states, in the redemption of paper money already emitted, and now in circulation, or in liquidating and discharging the public securities of any one state; that each and every state shall have the exclusive right of making such laws and regulations for the before-mentioned purpose as they shall think proper.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 336. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,"After 1793, 11 of the original 13 states required for ratification of an amendment",1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,"That no amendments to the Constitution of the United States, hereafter to be made, pursuant to the fifth article, shall take effect, or become a part of the Constitution of the United States, after the year one thousand seven hundred and ninety-three, without the consent of eleven of the states heretofore united under the Confederation.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 336. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Extent of jurisdiction,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,"That the judicial powers of the United States shall extend to no possible case where the cause of action shall have originated before the ratification of this Constitution, except in disputes between states about their territory, disputes between persons claiming lands under grants of different states, and debts due to the United States. ","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 336. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Military duty,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,"That no person shall be compelled to do military duty otherwise than by voluntary enlistment, except in cases of general invasion ; any thing in the second paragraph of the sixth article of the Constitution or any law made under the Constitution, to the contrary notwithstanding.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 336. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Capitation tax prohibited,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,That no capitation or poll tax shall ever be laid by Congress. ,"Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 336. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Restriction in levying of direct taxes,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,"In cases of direct taxes, Congress shall first make requisitions on the several states to assess, levy, and pay, their respective proportions of such requisitions, in such way and manner as the legislatures of the several states shall judge best; and in case any state shall neglect or reffse to pay its proportion, pursuant to such requisition, then Congress may assess and levy such state's proportion, together with interest, at the rate of six per cent. per annum, from the time prescribed in such requisition. ","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 336. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Consent of three-fourths of State legislature necessary for a direct tax,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,That Congress shall lay no direct taxes without the consent of the legislatures of three fourths of the states in the Union. ,"Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 336. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Publication of the journals,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,"That the Journal of the proceedings of the Senate and House of Representatives shall be published as soon as conveniently may be, at least once in every year; except such parts thereof relating to treaties, alliances, or military operations, as in their judgement require secrecy. ","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 336. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Publication of Treasury accounts,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,"That regular statements of the receipts and expenditures of all public moneys shall be published at least once a year; except such parts thereof relating to treaties, alliances, or military operations, as in their judgement require secrecy.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 336. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Standing army in time of peace,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,"As standing armies, in time of peace, are dangerous to liberty, and ought not to be kept up, except in cases of necessity, and as, at all times, the military should be under strict subordination to the civil power, that, therefore, no standing army or regular troops shall be raised or kept up in time of peace.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 336. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Regulation on the borrowing of money on United States credit,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,"That no moneys be borrowed, on the credit ofthe United States without the assent of two thirds of the senators and representatives present in each house. ","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 336. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Restricting the declaration of war,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,That the Congress shall not declare war without the concurrence of two thirds of the senators and representatives present in each house. ,"Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 336. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Titles of nobility,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,"That the words ""without the consent of Congress,"" in the seventh clause in the ninth section of the first article of the Constitution, be expunged. ","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 336. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Judges of Supreme Court ineligible to other office and Federal officers incapable of holding State offices,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,"That no judge of the Supreme Court of the United States shall hold any other office under the United States, or any of them; nor shall any officer appointed by Congress, or by the President and Senate of the United States, be permitted to hold any office under the appointment of any of the states.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 336. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Abolition of the slave trade,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,"As a traffic tending to establish or continue the slavery of any part of the human species is disgraceful to the cause of liberty and humanity, that Congress shall, as soon as may be, promote and establish such laws and regulations as may effectually prevent the importation of slaves of every description into the United States.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 336. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Recall of Senators,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,"That the state legislatures have power to recall, when they think it expedient, their federal senators, and to send others in their stead.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 337. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Authorizing Congress to establish a rule for the settlement of the poor throughout the United States,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,That Congress have power to establish a uniform rule of inhabitancy or settlement of the poor of the different states throughout the United States.,"Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 337. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Commercial monopolies prohibited,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,"That Congress erect no company with exclusive advantages of commerce.
","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 337. ",no,,
"Ames, Herman V. The Proposed Amendments to the Constitution of the United States During the First Century of Its History, American Historical Society Annual Report for the year 1896; H. Doc. 353 part 2, 54th Cong., 2d Session, volume 3550-2, Washington: U.S. Government Printing Office, 1897.",State Ratifying Conventions,Yeas and nays,1790,5,29,1,1,,,Rhode Island State Ratifying Convention,Rhode Island,,"That when two members shall move and call for the ayes and nays on any question, they shall be entered on the Journals of the houses respectively.","Elliot Jonathan (Editor). Debates in the Several State Conventions, on the Adoption of the Federal Constitution, as Recommended by the General Convention at Philadelphia, in 1787. vol. 1, Philadelphia, J. B. Lippincott Company, 337. ",no,,
